================ Training Loss (Wed Sep  4 11:23:41 2024) ================
(epoch: 1, iters: 100, time: 0.147, data: 9.587) D_A: 0.242 G_A: 0.451 cycle_A: 1.774 idt_A: 0.936 D_B: 0.368 G_B: 0.506 cycle_B: 1.790 idt_B: 0.811 
(epoch: 2, iters: 49, time: 0.147, data: 0.000) D_A: 0.266 G_A: 0.392 cycle_A: 1.247 idt_A: 1.035 D_B: 0.388 G_B: 0.445 cycle_B: 2.006 idt_B: 0.561 
(epoch: 2, iters: 149, time: 0.147, data: 0.001) D_A: 0.284 G_A: 0.453 cycle_A: 1.326 idt_A: 0.423 D_B: 0.262 G_B: 0.294 cycle_B: 0.852 idt_B: 0.590 
(epoch: 3, iters: 98, time: 0.373, data: 0.001) D_A: 0.240 G_A: 0.576 cycle_A: 1.195 idt_A: 1.654 D_B: 0.174 G_B: 0.330 cycle_B: 3.357 idt_B: 0.456 
(epoch: 4, iters: 47, time: 0.146, data: 0.000) D_A: 0.335 G_A: 0.553 cycle_A: 1.332 idt_A: 0.348 D_B: 0.307 G_B: 0.267 cycle_B: 0.788 idt_B: 0.528 
(epoch: 4, iters: 147, time: 0.146, data: 0.000) D_A: 0.263 G_A: 0.361 cycle_A: 1.082 idt_A: 1.009 D_B: 0.301 G_B: 0.434 cycle_B: 1.902 idt_B: 0.476 
(epoch: 5, iters: 96, time: 0.149, data: 0.000) D_A: 0.171 G_A: 0.394 cycle_A: 1.336 idt_A: 0.261 D_B: 0.333 G_B: 0.377 cycle_B: 0.880 idt_B: 0.551 
(epoch: 6, iters: 45, time: 0.249, data: 0.000) D_A: 0.293 G_A: 0.237 cycle_A: 1.076 idt_A: 0.704 D_B: 0.428 G_B: 0.590 cycle_B: 1.346 idt_B: 0.485 
(epoch: 6, iters: 145, time: 0.144, data: 0.000) D_A: 0.257 G_A: 0.417 cycle_A: 1.451 idt_A: 0.863 D_B: 0.274 G_B: 0.371 cycle_B: 1.662 idt_B: 0.608 
(epoch: 7, iters: 94, time: 0.146, data: 0.000) D_A: 0.152 G_A: 0.354 cycle_A: 0.977 idt_A: 0.302 D_B: 0.207 G_B: 0.325 cycle_B: 0.843 idt_B: 0.451 
(epoch: 8, iters: 43, time: 0.138, data: 0.001) D_A: 0.294 G_A: 0.499 cycle_A: 1.196 idt_A: 0.368 D_B: 0.312 G_B: 0.338 cycle_B: 0.748 idt_B: 0.545 
(epoch: 8, iters: 143, time: 0.294, data: 0.002) D_A: 0.230 G_A: 0.534 cycle_A: 1.005 idt_A: 0.188 D_B: 0.205 G_B: 0.516 cycle_B: 0.595 idt_B: 0.410 
(epoch: 9, iters: 92, time: 0.147, data: 0.000) D_A: 0.285 G_A: 0.312 cycle_A: 1.254 idt_A: 0.540 D_B: 0.218 G_B: 0.521 cycle_B: 0.942 idt_B: 0.610 
(epoch: 10, iters: 41, time: 0.154, data: 0.001) D_A: 0.309 G_A: 0.616 cycle_A: 1.163 idt_A: 0.403 D_B: 0.206 G_B: 0.395 cycle_B: 1.143 idt_B: 0.521 
(epoch: 10, iters: 141, time: 0.154, data: 0.000) D_A: 0.111 G_A: 0.364 cycle_A: 1.373 idt_A: 0.290 D_B: 0.230 G_B: 0.735 cycle_B: 0.744 idt_B: 0.558 
(epoch: 11, iters: 90, time: 0.362, data: 0.001) D_A: 0.224 G_A: 0.342 cycle_A: 1.587 idt_A: 0.519 D_B: 0.158 G_B: 0.489 cycle_B: 0.869 idt_B: 0.629 
(epoch: 12, iters: 39, time: 0.137, data: 0.001) D_A: 0.322 G_A: 0.408 cycle_A: 0.982 idt_A: 0.280 D_B: 0.175 G_B: 0.269 cycle_B: 0.553 idt_B: 0.453 
(epoch: 12, iters: 139, time: 0.146, data: 0.000) D_A: 0.080 G_A: 0.271 cycle_A: 0.952 idt_A: 0.293 D_B: 0.225 G_B: 0.783 cycle_B: 0.630 idt_B: 0.387 
(epoch: 13, iters: 88, time: 0.146, data: 0.000) D_A: 0.463 G_A: 0.638 cycle_A: 0.794 idt_A: 0.366 D_B: 0.262 G_B: 0.489 cycle_B: 0.530 idt_B: 0.332 
(epoch: 14, iters: 37, time: 0.284, data: 0.000) D_A: 0.239 G_A: 0.299 cycle_A: 1.034 idt_A: 0.435 D_B: 0.253 G_B: 0.678 cycle_B: 0.953 idt_B: 0.422 
(epoch: 14, iters: 137, time: 0.147, data: 0.000) D_A: 0.153 G_A: 0.331 cycle_A: 1.063 idt_A: 0.250 D_B: 0.215 G_B: 0.606 cycle_B: 0.705 idt_B: 0.422 
(epoch: 15, iters: 86, time: 0.145, data: 0.001) D_A: 0.222 G_A: 0.395 cycle_A: 1.107 idt_A: 0.407 D_B: 0.179 G_B: 1.037 cycle_B: 2.150 idt_B: 0.431 
(epoch: 16, iters: 35, time: 0.146, data: 0.001) D_A: 0.192 G_A: 0.357 cycle_A: 1.296 idt_A: 0.264 D_B: 0.361 G_B: 0.584 cycle_B: 0.559 idt_B: 0.668 
(epoch: 16, iters: 135, time: 0.307, data: 0.001) D_A: 0.183 G_A: 0.229 cycle_A: 1.135 idt_A: 0.374 D_B: 0.163 G_B: 0.480 cycle_B: 1.304 idt_B: 0.475 
(epoch: 17, iters: 84, time: 0.144, data: 0.000) D_A: 0.116 G_A: 0.684 cycle_A: 0.997 idt_A: 0.317 D_B: 0.217 G_B: 0.774 cycle_B: 0.759 idt_B: 0.388 
(epoch: 18, iters: 33, time: 0.145, data: 0.000) D_A: 0.253 G_A: 0.323 cycle_A: 0.775 idt_A: 0.275 D_B: 0.278 G_B: 0.253 cycle_B: 0.818 idt_B: 0.329 
(epoch: 18, iters: 133, time: 0.141, data: 0.001) D_A: 0.208 G_A: 0.466 cycle_A: 0.986 idt_A: 0.317 D_B: 0.249 G_B: 0.633 cycle_B: 0.545 idt_B: 0.369 
(epoch: 19, iters: 82, time: 0.316, data: 0.000) D_A: 0.230 G_A: 0.812 cycle_A: 1.022 idt_A: 0.161 D_B: 0.196 G_B: 0.316 cycle_B: 0.528 idt_B: 0.448 
(epoch: 20, iters: 31, time: 0.150, data: 0.000) D_A: 0.116 G_A: 0.528 cycle_A: 1.025 idt_A: 0.172 D_B: 0.162 G_B: 0.386 cycle_B: 0.396 idt_B: 0.439 
(epoch: 20, iters: 131, time: 0.144, data: 0.000) D_A: 0.066 G_A: 0.634 cycle_A: 1.260 idt_A: 0.590 D_B: 0.170 G_B: 0.602 cycle_B: 0.985 idt_B: 0.530 
(epoch: 21, iters: 80, time: 0.150, data: 0.001) D_A: 0.233 G_A: 0.614 cycle_A: 1.072 idt_A: 0.312 D_B: 0.278 G_B: 0.752 cycle_B: 0.683 idt_B: 0.372 
(epoch: 22, iters: 29, time: 0.319, data: 0.000) D_A: 0.248 G_A: 0.413 cycle_A: 1.176 idt_A: 0.286 D_B: 0.215 G_B: 0.277 cycle_B: 0.906 idt_B: 0.464 
(epoch: 22, iters: 129, time: 0.146, data: 0.001) D_A: 0.138 G_A: 0.323 cycle_A: 0.922 idt_A: 0.201 D_B: 0.268 G_B: 0.188 cycle_B: 0.483 idt_B: 0.337 
(epoch: 23, iters: 78, time: 0.145, data: 0.001) D_A: 0.268 G_A: 0.167 cycle_A: 1.088 idt_A: 0.196 D_B: 0.142 G_B: 0.913 cycle_B: 0.558 idt_B: 0.433 
(epoch: 24, iters: 27, time: 0.147, data: 0.000) D_A: 0.048 G_A: 0.178 cycle_A: 1.210 idt_A: 0.452 D_B: 0.204 G_B: 0.561 cycle_B: 1.418 idt_B: 0.396 
(epoch: 24, iters: 127, time: 0.355, data: 0.001) D_A: 0.125 G_A: 0.294 cycle_A: 1.120 idt_A: 0.305 D_B: 0.154 G_B: 0.529 cycle_B: 0.602 idt_B: 0.514 
(epoch: 25, iters: 76, time: 0.144, data: 0.000) D_A: 0.196 G_A: 0.600 cycle_A: 0.982 idt_A: 0.152 D_B: 0.176 G_B: 0.586 cycle_B: 0.485 idt_B: 0.427 
(epoch: 26, iters: 25, time: 0.144, data: 0.000) D_A: 0.240 G_A: 0.503 cycle_A: 1.245 idt_A: 0.789 D_B: 0.162 G_B: 0.321 cycle_B: 1.630 idt_B: 0.492 
(epoch: 26, iters: 125, time: 0.148, data: 0.001) D_A: 0.257 G_A: 0.207 cycle_A: 0.915 idt_A: 0.161 D_B: 0.337 G_B: 0.254 cycle_B: 0.426 idt_B: 0.361 
(epoch: 27, iters: 74, time: 0.337, data: 0.000) D_A: 0.265 G_A: 0.139 cycle_A: 0.842 idt_A: 0.332 D_B: 0.180 G_B: 0.639 cycle_B: 0.667 idt_B: 0.327 
(epoch: 28, iters: 23, time: 0.142, data: 0.000) D_A: 0.238 G_A: 0.403 cycle_A: 1.048 idt_A: 0.431 D_B: 0.147 G_B: 0.347 cycle_B: 0.991 idt_B: 0.392 
(epoch: 28, iters: 123, time: 0.146, data: 0.001) D_A: 0.161 G_A: 0.635 cycle_A: 0.768 idt_A: 0.164 D_B: 0.326 G_B: 0.138 cycle_B: 0.551 idt_B: 0.288 
(epoch: 29, iters: 72, time: 0.150, data: 0.001) D_A: 0.133 G_A: 0.626 cycle_A: 1.145 idt_A: 0.441 D_B: 0.118 G_B: 0.681 cycle_B: 0.899 idt_B: 0.476 
(epoch: 30, iters: 21, time: 0.364, data: 0.000) D_A: 0.235 G_A: 0.452 cycle_A: 0.719 idt_A: 0.275 D_B: 0.127 G_B: 0.586 cycle_B: 0.725 idt_B: 0.302 
(epoch: 30, iters: 121, time: 0.149, data: 0.000) D_A: 0.480 G_A: 0.475 cycle_A: 1.050 idt_A: 0.151 D_B: 0.237 G_B: 0.340 cycle_B: 0.472 idt_B: 0.447 
(epoch: 31, iters: 70, time: 0.146, data: 0.000) D_A: 0.150 G_A: 0.257 cycle_A: 0.754 idt_A: 0.369 D_B: 0.103 G_B: 0.450 cycle_B: 0.748 idt_B: 0.286 
(epoch: 32, iters: 19, time: 0.137, data: 0.000) D_A: 0.171 G_A: 0.391 cycle_A: 1.195 idt_A: 0.234 D_B: 0.178 G_B: 0.308 cycle_B: 0.614 idt_B: 0.362 
(epoch: 32, iters: 119, time: 0.507, data: 0.001) D_A: 0.129 G_A: 0.345 cycle_A: 1.057 idt_A: 0.280 D_B: 0.222 G_B: 0.640 cycle_B: 0.688 idt_B: 0.297 
(epoch: 33, iters: 68, time: 0.147, data: 0.000) D_A: 0.093 G_A: 0.133 cycle_A: 0.769 idt_A: 0.180 D_B: 0.152 G_B: 0.550 cycle_B: 0.504 idt_B: 0.295 
(epoch: 34, iters: 17, time: 0.146, data: 0.000) D_A: 0.384 G_A: 0.044 cycle_A: 0.893 idt_A: 0.407 D_B: 0.190 G_B: 0.571 cycle_B: 1.066 idt_B: 0.362 
